,instance_name,bag_name,bag_cnn_probability,cnn_prediction
0,ID_ed600c22e.dcm,ID_00047d6503,0.017111897,0.014377723
1,ID_087208a31.dcm,ID_00047d6503,0.017111897,0.021100184
2,ID_506d20418.dcm,ID_00047d6503,0.017111897,0.016148465
3,ID_3e299291c.dcm,ID_00047d6503,0.017111897,0.015935704
4,ID_39ba043b0.dcm,ID_00047d6503,0.017111897,0.021450961
5,ID_eec846575.dcm,ID_00047d6503,0.017111897,0.026637789
6,ID_b96cf3771.dcm,ID_00047d6503,0.017111897,0.031410143
7,ID_471f7f5a3.dcm,ID_00047d6503,0.017111897,0.032278925
8,ID_44d1c0115.dcm,ID_00047d6503,0.017111897,0.030606722
9,ID_11294c843.dcm,ID_00047d6503,0.017111897,0.03484003
10,ID_1c9881488.dcm,ID_00047d6503,0.017111897,0.030122729
11,ID_9c6e0a69a.dcm,ID_00047d6503,0.017111897,0.024774484
12,ID_b2270386d.dcm,ID_00047d6503,0.017111897,0.027362498
13,ID_10f7993b3.dcm,ID_00047d6503,0.017111897,0.025944138
14,ID_4df45b6fd.dcm,ID_00047d6503,0.017111897,0.024567062
15,ID_7301bba76.dcm,ID_00047d6503,0.017111897,0.023199452
16,ID_812815f4c.dcm,ID_00047d6503,0.017111897,0.02534729
17,ID_76c10dac6.dcm,ID_00047d6503,0.017111897,0.017097978
18,ID_88fabe287.dcm,ID_00047d6503,0.017111897,0.018476535
19,ID_bd4a60207.dcm,ID_00047d6503,0.017111897,0.016153814
20,ID_1833bcbfd.dcm,ID_00047d6503,0.017111897,0.016313205
21,ID_ecb61e3fd.dcm,ID_00047d6503,0.017111897,0.015153336
22,ID_811023473.dcm,ID_00047d6503,0.017111897,0.018090121
23,ID_8d58e2e28.dcm,ID_00047d6503,0.017111897,0.017246932
24,ID_63b709fd7.dcm,ID_00047d6503,0.017111897,0.017909132
25,ID_703f207c2.dcm,ID_00047d6503,0.017111897,0.017967569
26,ID_8deee6232.dcm,ID_00047d6503,0.017111897,0.01947041
27,ID_10ff196ec.dcm,ID_00047d6503,0.017111897,0.019803999
