,instance_name,bag_name,bag_cnn_probability,cnn_prediction
0,ID_ed600c22e.dcm,ID_00047d6503,0,0.011248927
1,ID_087208a31.dcm,ID_00047d6503,0,0.026608143
2,ID_506d20418.dcm,ID_00047d6503,0,0.013751794
3,ID_3e299291c.dcm,ID_00047d6503,0,0.010806514
4,ID_39ba043b0.dcm,ID_00047d6503,0,0.008564464
5,ID_eec846575.dcm,ID_00047d6503,0,0.0115494
6,ID_b96cf3771.dcm,ID_00047d6503,0,0.021976257
7,ID_471f7f5a3.dcm,ID_00047d6503,0,0.024568928
8,ID_44d1c0115.dcm,ID_00047d6503,0,0.02112973
9,ID_11294c843.dcm,ID_00047d6503,0,0.021519653
10,ID_1c9881488.dcm,ID_00047d6503,0,0.021494651
11,ID_9c6e0a69a.dcm,ID_00047d6503,0,0.01866469
12,ID_b2270386d.dcm,ID_00047d6503,0,0.019697873
13,ID_10f7993b3.dcm,ID_00047d6503,0,0.019771501
14,ID_4df45b6fd.dcm,ID_00047d6503,0,0.01819098
15,ID_7301bba76.dcm,ID_00047d6503,0,0.019301958
16,ID_812815f4c.dcm,ID_00047d6503,0,0.021739943
17,ID_76c10dac6.dcm,ID_00047d6503,0,0.01938775
18,ID_88fabe287.dcm,ID_00047d6503,0,0.021619111
19,ID_bd4a60207.dcm,ID_00047d6503,0,0.019452507
20,ID_1833bcbfd.dcm,ID_00047d6503,0,0.024766004
21,ID_ecb61e3fd.dcm,ID_00047d6503,0,0.02126909
22,ID_811023473.dcm,ID_00047d6503,0,0.026239475
23,ID_8d58e2e28.dcm,ID_00047d6503,0,0.024574572
24,ID_63b709fd7.dcm,ID_00047d6503,0,0.028355967
25,ID_703f207c2.dcm,ID_00047d6503,0,0.02815482
26,ID_8deee6232.dcm,ID_00047d6503,0,0.025887737
27,ID_10ff196ec.dcm,ID_00047d6503,0,0.017109256
28,ID_89e23df18.dcm,ID_00047d6503,0,0.02093737
29,ID_fe9d952e7.dcm,ID_00047d6503,0,0.016794944
30,ID_68c969643.dcm,ID_00047d6503,0,0.015347881
31,ID_bab601d10.dcm,ID_00047d6503,0,0.012592205
32,ID_3eb3c1d4c.dcm,ID_00047d6503,0,0.017053487
33,ID_db2ddbce8.dcm,ID_00047d6503,0,0.021241607
34,ID_dd3282c31.dcm,ID_00047d6503,0,0.020694371
35,ID_3131664ab.dcm,ID_00047d6503,0,0.01300128
36,ID_af42e31f3.dcm,ID_00047d6503,0,0.0081847925
37,ID_be2a0ca1c.dcm,ID_00047d6503,0,0.0051524793
38,ID_490b10d5a.dcm,ID_00047d6503,0,0.013190473
39,ID_3a422b8d7.dcm,ID_00047d6503,0,0.024437133
40,all_zeros,ID_00047d6503,0,0.014351197
41,all_zeros,ID_00047d6503,0,0.014351197
42,all_zeros,ID_00047d6503,0,0.014351197
43,all_zeros,ID_00047d6503,0,0.014351197
44,all_zeros,ID_00047d6503,0,0.014351197
45,all_zeros,ID_00047d6503,0,0.014351197
46,all_zeros,ID_00047d6503,0,0.014351197
47,all_zeros,ID_00047d6503,0,0.014351197
48,all_zeros,ID_00047d6503,0,0.014351197
49,all_zeros,ID_00047d6503,0,0.014351197
50,all_zeros,ID_00047d6503,0,0.014351197
51,all_zeros,ID_00047d6503,0,0.014351197
52,all_zeros,ID_00047d6503,0,0.014351197
53,all_zeros,ID_00047d6503,0,0.014351197
54,all_zeros,ID_00047d6503,0,0.014351197
55,all_zeros,ID_00047d6503,0,0.014351197
56,all_zeros,ID_00047d6503,0,0.014351197
57,ID_4ecd60a98.dcm,ID_fdf596e74f,1,0.009411009
58,ID_37d6c3539.dcm,ID_fdf596e74f,1,0.012830642
59,ID_1f97e09c1.dcm,ID_fdf596e74f,1,0.011700414
60,ID_dd90b98c1.dcm,ID_fdf596e74f,1,0.01413229
61,ID_d1ffb3e4d.dcm,ID_fdf596e74f,1,0.006427667
62,ID_3fb468dc7.dcm,ID_fdf596e74f,1,0.002904966
63,ID_7b9ae8aa9.dcm,ID_fdf596e74f,1,0.0022475384
64,ID_5a5cdab21.dcm,ID_fdf596e74f,1,0.00371606
65,ID_34d4cb4d9.dcm,ID_fdf596e74f,1,0.013378725
66,ID_25dee367c.dcm,ID_fdf596e74f,1,0.014485651
67,ID_126062d9c.dcm,ID_fdf596e74f,1,0.020784555
68,ID_c426a61e2.dcm,ID_fdf596e74f,1,0.023793394
69,ID_05cb8903d.dcm,ID_fdf596e74f,1,0.031953122
70,ID_4563d6419.dcm,ID_fdf596e74f,1,0.034335174
71,ID_d7915128a.dcm,ID_fdf596e74f,1,0.03045177
72,ID_36f29085d.dcm,ID_fdf596e74f,1,0.030385027
73,ID_d2695eba5.dcm,ID_fdf596e74f,1,0.02309911
74,ID_848ea85aa.dcm,ID_fdf596e74f,1,0.031238182
75,ID_b2412fae4.dcm,ID_fdf596e74f,1,0.038426653
76,ID_6f1aed4c5.dcm,ID_fdf596e74f,1,0.036572117
77,ID_660559bdd.dcm,ID_fdf596e74f,1,0.059692074
78,ID_884d43a76.dcm,ID_fdf596e74f,1,0.1213543
79,ID_ae2c478f5.dcm,ID_fdf596e74f,1,0.017579399
80,ID_a57ef6498.dcm,ID_fdf596e74f,1,0.010906037
81,ID_ffe6e9440.dcm,ID_fdf596e74f,1,0.013484594
82,ID_be07998ef.dcm,ID_fdf596e74f,1,0.010100754
83,ID_824e4fb1a.dcm,ID_fdf596e74f,1,0.010249862
84,ID_2a515ff9d.dcm,ID_fdf596e74f,1,0.009008486
85,ID_eadb7542b.dcm,ID_fdf596e74f,1,0.007866597
86,ID_5b0bb85cf.dcm,ID_fdf596e74f,1,0.004293891
87,ID_fd113cf40.dcm,ID_fdf596e74f,1,0.0026089712
88,ID_dde4ec792.dcm,ID_fdf596e74f,1,0.002794166
89,ID_6a91a59cd.dcm,ID_fdf596e74f,1,0.0061738594
90,ID_df33594dc.dcm,ID_fdf596e74f,1,0.006726668
91,ID_c11b6f91d.dcm,ID_fdf596e74f,1,0.0052736844
92,ID_d4298f87b.dcm,ID_fdf596e74f,1,0.0032249547
93,ID_a31eae63a.dcm,ID_fdf596e74f,1,0.004853753
94,all_zeros,ID_fdf596e74f,1,0.015576698
95,all_zeros,ID_fdf596e74f,1,0.015576698
96,all_zeros,ID_fdf596e74f,1,0.015576698
97,all_zeros,ID_fdf596e74f,1,0.015576698
98,all_zeros,ID_fdf596e74f,1,0.015576698
99,all_zeros,ID_fdf596e74f,1,0.015576698
100,all_zeros,ID_fdf596e74f,1,0.015576698
101,all_zeros,ID_fdf596e74f,1,0.015576698
102,all_zeros,ID_fdf596e74f,1,0.015576698
103,all_zeros,ID_fdf596e74f,1,0.015576698
104,all_zeros,ID_fdf596e74f,1,0.015576698
105,all_zeros,ID_fdf596e74f,1,0.015576698
106,all_zeros,ID_fdf596e74f,1,0.015576698
107,all_zeros,ID_fdf596e74f,1,0.015576698
108,all_zeros,ID_fdf596e74f,1,0.015576698
109,all_zeros,ID_fdf596e74f,1,0.015576698
110,all_zeros,ID_fdf596e74f,1,0.015576698
111,all_zeros,ID_fdf596e74f,1,0.015576698
112,all_zeros,ID_fdf596e74f,1,0.015576698
113,all_zeros,ID_fdf596e74f,1,0.015576698
114,ID_f1a89dbf2.dcm,ID_fdf99b7e52,0,0.019636754
115,ID_7f96510e1.dcm,ID_fdf99b7e52,0,0.0195405
116,ID_6fb50dd89.dcm,ID_fdf99b7e52,0,0.007872957
117,ID_345250a71.dcm,ID_fdf99b7e52,0,0.0056954357
118,ID_eac5c53c2.dcm,ID_fdf99b7e52,0,0.004880265
119,ID_fb45163e4.dcm,ID_fdf99b7e52,0,0.004280874
120,ID_529fd5974.dcm,ID_fdf99b7e52,0,0.0044916505
121,ID_0accfed9b.dcm,ID_fdf99b7e52,0,0.005288877
122,ID_97c85b971.dcm,ID_fdf99b7e52,0,0.005446798
123,ID_e31d28e85.dcm,ID_fdf99b7e52,0,0.009082677
124,ID_d7d18733b.dcm,ID_fdf99b7e52,0,0.009430354
125,ID_a4e41c368.dcm,ID_fdf99b7e52,0,0.015983826
126,ID_4c7df9c1f.dcm,ID_fdf99b7e52,0,0.015072455
127,ID_296766acd.dcm,ID_fdf99b7e52,0,0.022015797
128,ID_9a557bf52.dcm,ID_fdf99b7e52,0,0.038500216
129,ID_ae3ce908e.dcm,ID_fdf99b7e52,0,0.040308014
130,ID_c6885caec.dcm,ID_fdf99b7e52,0,0.009636674
131,ID_340403123.dcm,ID_fdf99b7e52,0,0.011108303
132,ID_35f84729e.dcm,ID_fdf99b7e52,0,0.0038503925
133,ID_a5d6ac2c0.dcm,ID_fdf99b7e52,0,0.006200482
134,ID_a6b4ee19d.dcm,ID_fdf99b7e52,0,0.012651262
135,ID_7626e9d83.dcm,ID_fdf99b7e52,0,0.012235373
136,ID_2369f3ed3.dcm,ID_fdf99b7e52,0,0.006698272
137,ID_602047304.dcm,ID_fdf99b7e52,0,0.0057025827
138,ID_cd704ef42.dcm,ID_fdf99b7e52,0,0.0070677837
139,ID_399573373.dcm,ID_fdf99b7e52,0,0.0070804907
140,ID_ce5dc769c.dcm,ID_fdf99b7e52,0,0.008197612
141,ID_468051ede.dcm,ID_fdf99b7e52,0,0.011654549
142,ID_1cbd2d0c7.dcm,ID_fdf99b7e52,0,0.015265051
143,ID_fa18cb526.dcm,ID_fdf99b7e52,0,0.01198934
144,ID_73e2ba46c.dcm,ID_fdf99b7e52,0,0.028725507
145,ID_7ae0e0fe9.dcm,ID_fdf99b7e52,0,0.064605914
146,ID_c326102c9.dcm,ID_fdf99b7e52,0,0.06396808
147,ID_80a6dd068.dcm,ID_fdf99b7e52,0,0.022021735
148,ID_010690d4a.dcm,ID_fdf99b7e52,0,0.024822244
149,ID_2d8aed548.dcm,ID_fdf99b7e52,0,0.026619015
150,all_zeros,ID_fdf99b7e52,0,0.019636754
151,all_zeros,ID_fdf99b7e52,0,0.019636754
152,all_zeros,ID_fdf99b7e52,0,0.019636754
153,all_zeros,ID_fdf99b7e52,0,0.019636754
154,all_zeros,ID_fdf99b7e52,0,0.019636754
155,all_zeros,ID_fdf99b7e52,0,0.019636754
156,all_zeros,ID_fdf99b7e52,0,0.019636754
157,all_zeros,ID_fdf99b7e52,0,0.019636754
158,all_zeros,ID_fdf99b7e52,0,0.019636754
159,all_zeros,ID_fdf99b7e52,0,0.019636754
160,all_zeros,ID_fdf99b7e52,0,0.019636754
161,all_zeros,ID_fdf99b7e52,0,0.019636754
162,all_zeros,ID_fdf99b7e52,0,0.019636754
163,all_zeros,ID_fdf99b7e52,0,0.019636754
164,all_zeros,ID_fdf99b7e52,0,0.019636754
165,all_zeros,ID_fdf99b7e52,0,0.019636754
166,all_zeros,ID_fdf99b7e52,0,0.019636754
